,playerID,yearID,POS,G,InnOuts,PO,A,E,DP,birthYear,age,Range Factor,Fielding %,RF Yearly Avg
37890,burnsja02,1934,1B,154,,1365,81,12.0,132,1907.0,27.0,9.38961038961039,99.1769547325103,4.421732537933992
38113,jordabu01,1934,1B,117,,1165,66,14.0,85,1907.0,27.0,10.521367521367521,98.87550200803213,4.421732537933992
70334,perezto01,1973,1B,151,3884.0,1318,85,13.0,131,1942.0,31.0,9.291390728476822,99.0819209039548,4.060371410601424
117372,gonzaad01,2006,1B,155,4023.0,1242,116,7.0,117,1982.0,24.0,8.761290322580646,99.48717948717949,4.055654346333358
138831,zimmery01,2017,1B,143,3486.0,1005,49,12.0,100,1984.0,33.0,7.370629370629371,98.87429643527204,4.02931852259519
117341,garcino01,2006,1B,118,3051.0,1059,61,4.0,113,1973.0,33.0,9.491525423728813,99.644128113879,4.055654346333358
117295,fieldpr01,2006,1B,152,3958.0,1259,88,11.0,113,1984.0,22.0,8.861842105263158,99.1899852724595,4.055654346333358
117493,hattesc01,2006,1B,131,3266.0,1002,69,4.0,86,1969.0,37.0,8.17557251908397,99.62790697674419,4.055654346333358
70357,powelbo01,1973,1B,111,2750.0,988,77,12.0,95,1941.0,32.0,9.594594594594595,98.88579387186628,4.060371410601424
78948,rosepe01,1980,1B,162,4200.0,1427,123,5.0,113,1941.0,39.0,9.567901234567902,99.67845659163987,4.198739816198135
70385,roberbo01,1973,1B,107,2836.0,957,79,5.0,91,1946.0,27.0,9.682242990654206,99.51969260326608,4.060371410601424
78905,reverda01,1980,1B,95,2363.0,724,67,9.0,56,1953.0,27.0,8.326315789473684,98.875,4.198739816198135
117191,delgaca01,2006,1B,141,3739.0,1199,70,8.0,95,1972.0,34.0,9.0,99.37353171495693,4.055654346333358
38029,greenha01,1934,1B,153,,1454,84,16.0,124,1911.0,23.0,10.052287581699346,98.97039897039896,4.421732537933992
38018,gehrilo01,1934,1B,153,,1284,80,8.0,126,1903.0,31.0,8.915032679738562,99.41690962099126,4.421732537933992
96447,palmera01,1993,1B,160,4186.0,1388,147,5.0,133,1964.0,29.0,9.59375,99.67532467532467,4.175549930963726
117503,heltoto01,2006,1B,145,3817.0,1367,87,4.0,156,1973.0,33.0,10.027586206896551,99.72565157750343,4.055654346333358
96413,olerujo01,1993,1B,137,3616.0,1160,97,10.0,107,1968.0,25.0,9.175182481751825,99.21073401736386,4.175549930963726
117561,howarry01,2006,1B,159,4236.0,1373,91,14.0,139,1979.0,27.0,9.20754716981132,99.05277401894452,4.055654346333358
117676,konerpa01,2006,1B,140,3545.0,1173,67,6.0,113,1976.0,30.0,8.857142857142858,99.51845906902086,4.055654346333358
79026,squirmi01,1980,1B,114,2397.0,904,68,5.0,79,1952.0,28.0,8.526315789473685,99.48822927328557,4.198739816198135
96272,martiti02,1993,1B,103,2780.0,932,60,3.0,89,1967.0,26.0,9.631067961165048,99.69849246231156,4.175549930963726
70248,montawi01,1973,1B,99,2477.0,785,52,5.0,87,1948.0,25.0,8.454545454545455,99.40617577197149,4.060371410601424
96275,mattido01,1993,1B,130,3355.0,1258,84,3.0,123,1961.0,32.0,10.323076923076924,99.77695167286245,4.175549930963726
26522,pippwa01,1916,1B,148,,1513,99,13.0,89,1893.0,23.0,10.891891891891891,99.2,4.590562054772288
96362,morriha02,1993,1B,98,2503.0,746,75,5.0,61,1965.0,28.0,8.377551020408163,99.39467312348668,4.175549930963726
117629,johnsni01,2006,1B,147,3757.0,1165,93,15.0,91,1978.0,28.0,8.5578231292517,98.8216810683425,4.055654346333358
96372,murraed02,1993,1B,154,3963.0,1319,111,18.0,118,1956.0,37.0,9.285714285714286,98.75690607734806,4.175549930963726
26550,saiervi01,1916,1B,147,,1622,74,27.0,78,1891.0,25.0,11.537414965986395,98.43296575739988,4.590562054772288
117604,jacobmi02,2006,1B,124,2916.0,931,57,7.0,101,1980.0,26.0,7.967741935483871,99.2964824120603,4.055654346333358
117597,jacksco01,2006,1B,129,3236.0,1110,81,12.0,111,1982.0,24.0,9.232558139534884,99.00249376558602,4.055654346333358
38165,leslisa01,1934,1B,138,,1262,93,9.0,104,1905.0,29.0,9.818840579710145,99.34017595307918,4.421732537933992
26595,sislege01,1916,1B,141,,1510,83,24.0,85,1893.0,23.0,11.297872340425531,98.51576994434137,4.590562054772288
49118,robined01,1950,1B,119,,976,60,14.0,105,1920.0,30.0,8.705882352941176,98.66666666666667,4.131222213932103
78862,putnapa01,1980,1B,137,2868.0,979,80,9.0,107,1953.0,27.0,7.7299270072992705,99.15730337078652,4.198739816198135
117697,larocad01,2006,1B,142,3463.0,1117,97,5.0,109,1979.0,27.0,8.549295774647888,99.58982772764561,4.055654346333358
37992,foxxji01,1934,1B,140,,1378,85,10.0,133,1907.0,27.0,10.45,99.32111337406653,4.421732537933992
78824,perezto01,1980,1B,137,3561.0,1301,87,10.0,150,1942.0,38.0,10.13138686131387,99.28469241773963,4.198739816198135
70485,spencji01,1973,1B,99,2427.0,790,67,1.0,86,1947.0,26.0,8.656565656565656,99.88344988344988,4.060371410601424
70544,tenacge01,1973,1B,134,3233.0,1095,61,13.0,104,1946.0,27.0,8.626865671641792,98.88793840889649,4.060371410601424
49250,waitked01,1950,1B,154,,1387,99,10.0,142,1919.0,31.0,9.64935064935065,99.33155080213903,4.131222213932103
96835,vaughmo01,1993,1B,131,3388.0,1110,70,16.0,104,1967.0,26.0,9.007633587786259,98.66220735785953,4.175549930963726
27002,judgejo01,1917,1B,100,,906,60,12.0,59,1894.0,23.0,9.66,98.77300613496932,4.559289880163044
116695,wardda01,2005,1B,109,2675.0,863,77,6.0,114,1975.0,30.0,8.623853211009175,99.36575052854123,4.082061815026156
26959,holkewa01,1917,1B,153,,1635,70,19.0,104,1892.0,25.0,11.143790849673202,98.89791183294663,4.559289880163044
37871,bottoji01,1934,1B,139,,1303,77,15.0,106,1900.0,34.0,9.928057553956835,98.9247311827957,4.421732537933992
27023,koneted01,1917,1B,129,,1351,70,8.0,65,1885.0,32.0,11.015503875968992,99.44016794961512,4.559289880163044
116604,teixema01,2005,1B,155,4074.0,1377,101,3.0,126,1980.0,25.0,9.535483870967742,99.79743416610398,4.082061815026156
70574,torrejo01,1973,1B,114,2409.0,833,60,6.0,80,1940.0,33.0,7.833333333333333,99.33259176863181,4.060371410601424
70636,yastrca01,1973,1B,107,2689.0,912,56,6.0,85,1939.0,34.0,9.046728971962617,99.38398357289527,4.060371410601424
116547,snowjt01,2005,1B,108,2477.0,814,57,3.0,62,1968.0,37.0,8.064814814814815,99.65675057208237,4.082061815026156
27049,luderfr01,1917,1B,154,,1597,91,16.0,91,1885.0,32.0,10.96103896103896,99.06103286384976,4.559289880163044
37869,bonurze01,1934,1B,127,,1239,77,5.0,94,1908.0,26.0,10.362204724409448,99.62149886449659,4.421732537933992
26958,hoblidi01,1917,1B,118,,1274,52,14.0,58,1888.0,29.0,11.23728813559322,98.955223880597,4.559289880163044
78751,murraed02,1980,1B,154,4122.0,1369,77,9.0,158,1956.0,24.0,9.38961038961039,99.38144329896907,4.198739816198135
37896,camildo01,1934,1B,102,,882,55,14.0,77,1907.0,27.0,9.186274509803921,98.52786540483702,4.421732537933992
26803,chaseha01,1917,1B,151,,1499,80,28.0,100,1883.0,34.0,10.456953642384105,98.25762289981331,4.559289880163044
55650,hodgegi01,1959,1B,113,2857.0,891,66,8.0,77,1924.0,35.0,8.469026548672566,99.17098445595855,3.882745139035295
96639,seguida01,1993,1B,144,3463.0,1152,98,5.0,122,1966.0,27.0,8.680555555555555,99.60159362549801,4.175549930963726
96707,snowjt01,1993,1B,129,3177.0,1010,81,6.0,103,1968.0,25.0,8.457364341085272,99.45305378304467,4.175549930963726
96715,sorrepa01,1993,1B,144,3249.0,1012,86,6.0,107,1965.0,28.0,7.625,99.45652173913044,4.175549930963726
26837,daubeja01,1917,1B,125,,1188,82,12.0,59,1884.0,33.0,10.16,99.06396255850234,4.559289880163044
55626,harriga01,1959,1B,93,2256.0,728,57,6.0,59,1931.0,28.0,8.440860215053764,99.24146649810368,3.882745139035295
55611,hadleke01,1959,1B,95,1984.0,656,42,8.0,66,1934.0,25.0,7.347368421052631,98.86685552407933,3.882745139035295
116927,berkmla01,2006,1B,112,2769.0,964,71,6.0,96,1976.0,30.0,9.241071428571429,99.42363112391931,4.055654346333358
26903,gandich01,1917,1B,149,,1405,77,8.0,84,1888.0,29.0,9.946308724832214,99.46308724832214,4.559289880163044
70444,scottge02,1973,1B,157,4072.0,1388,118,9.0,144,1944.0,29.0,9.59235668789809,99.4059405940594,4.060371410601424
37932,colliri02,1934,1B,154,,1289,110,13.0,115,1904.0,30.0,9.084415584415584,99.07932011331445,4.421732537933992
49224,torgeea01,1950,1B,156,,1365,110,21.0,126,1924.0,26.0,9.455128205128204,98.59625668449198,4.131222213932103
26937,harrijo03,1917,1B,95,,1019,86,17.0,58,1891.0,26.0,11.631578947368421,98.48484848484848,4.559289880163044
96788,thomafr04,1993,1B,150,3902.0,1222,83,15.0,128,1968.0,25.0,8.7,98.86363636363636,4.175549930963726
26787,burnsge02,1917,1B,104,,1127,57,12.0,44,1893.0,24.0,11.384615384615385,98.99665551839465,4.559289880163044
117710,leetr01,2006,1B,112,2594.0,856,58,2.0,97,1975.0,31.0,8.160714285714286,99.78165938864629,4.055654346333358
26443,milledo02,1916,1B,93,,948,43,7.0,60,1886.0,30.0,10.655913978494624,99.29859719438878,4.590562054772288
26437,merklfr01,1916,1B,112,,1183,58,20.0,61,1888.0,28.0,11.080357142857142,98.41395717684377,4.590562054772288
38490,bottoji01,1935,1B,97,,934,53,8.0,74,1900.0,35.0,10.175257731958762,99.19597989949749,4.503674469093723
25828,stovage01,1915,1B,129,,1417,87,20.0,61,1877.0,38.0,11.65891472868217,98.68766404199475,4.391891903738769
38488,bonurze01,1935,1B,138,,1421,83,9.0,102,1908.0,27.0,10.898550724637682,99.40515532055518,4.503674469093723
118535,youklke01,2006,1B,127,3090.0,1035,70,5.0,110,1979.0,27.0,8.700787401574804,99.54954954954955,4.055654346333358
56128,adcocjo01,1960,1B,136,3617.0,1229,104,9.0,105,1927.0,33.0,9.801470588235293,99.32935916542473,3.985951458443142
95743,destror01,1993,1B,152,3845.0,1313,90,19.0,109,1962.0,31.0,9.230263157894736,98.66385372714487,4.175549930963726
38517,burnsja02,1935,1B,141,,1239,57,11.0,115,1907.0,28.0,9.191489361702128,99.1583779648049,4.503674469093723
95809,fieldce01,1993,1B,119,2887.0,971,78,10.0,84,1963.0,30.0,8.815126050420169,99.05571293673276,4.175549930963726
95846,galaran01,1993,1B,119,3025.0,1018,103,11.0,88,1961.0,32.0,9.420168067226891,99.02826855123675,4.175549930963726
48906,kollodo01,1950,1B,118,,1087,85,13.0,133,1918.0,32.0,9.932203389830509,98.90295358649789,4.131222213932103
118356,teixema01,2006,1B,159,4197.0,1480,88,4.0,158,1980.0,26.0,9.861635220125786,99.74554707379136,4.055654346333358
95896,gracema01,1993,1B,154,4051.0,1456,112,5.0,134,1964.0,29.0,10.181818181818182,99.68213604577241,4.175549930963726
118264,sheltch01,2006,1B,115,2739.0,1004,55,6.0,93,1980.0,26.0,9.208695652173914,99.43661971830986,4.055654346333358
79223,aikenwi01,1981,1B,99,2563.0,844,56,7.0,79,1954.0,27.0,9.090909090909092,99.22822491730982,4.337450884237624
48904,kluszte01,1950,1B,131,,1123,61,15.0,101,1924.0,26.0,9.038167938931299,98.7489574645538,4.131222213932103
95665,clarkwi02,1993,1B,129,3340.0,1078,88,14.0,113,1964.0,29.0,9.03875968992248,98.8135593220339,4.175549930963726
38523,camildo01,1935,1B,156,,1442,96,20.0,118,1907.0,28.0,9.85897435897436,98.71630295250321,4.503674469093723
38537,cavarph01,1935,1B,145,,1347,98,20.0,129,1916.0,19.0,9.96551724137931,98.63481228668942,4.503674469093723
38645,gehrilo01,1935,1B,149,,1337,82,15.0,96,1903.0,32.0,9.523489932885907,98.9539748953975,4.503674469093723
69698,colbena01,1973,1B,144,3776.0,1300,98,11.0,124,1946.0,27.0,9.708333333333334,99.21930447125621,4.060371410601424
25682,pippwa01,1915,1B,134,,1396,85,12.0,85,1893.0,22.0,11.052238805970148,99.19624916275954,4.391891903738769
38626,foxxji01,1935,1B,121,,1109,77,3.0,107,1907.0,28.0,9.801652892561984,99.74768713204374,4.503674469093723
95450,bagweje01,1993,1B,140,3689.0,1200,113,9.0,106,1968.0,25.0,9.378571428571428,99.31921331316188,4.175549930963726
118983,delgaca01,2007,1B,138,3658.0,1133,74,8.0,101,1972.0,35.0,8.746376811594203,99.34156378600824,4.151268778759674
118853,caseyse01,2007,1B,131,2967.0,992,42,2.0,87,1974.0,33.0,7.893129770992366,99.8069498069498,4.151268778759674
25733,saiervi01,1915,1B,139,,1348,65,21.0,71,1891.0,24.0,10.16546762589928,98.5355648535565,4.391891903738769
79411,chambch01,1981,1B,107,2847.0,1046,94,4.0,83,1948.0,33.0,10.654205607476635,99.65034965034964,4.337450884237624
25753,schmibu01,1915,1B,127,,1221,60,17.0,80,1886.0,29.0,10.086614173228346,98.69029275808937,4.391891903738769
38582,dahlgba01,1935,1B,149,,1433,69,18.0,109,1912.0,23.0,10.080536912751677,98.81578947368422,4.503674469093723
48847,hodgegi01,1950,1B,153,,1273,100,8.0,159,1924.0,26.0,8.973856209150327,99.42070963070239,4.131222213932103
38558,colliri02,1935,1B,150,,1269,95,18.0,107,1904.0,31.0,9.093333333333334,98.69753979739508,4.503674469093723
118682,berkmla01,2007,1B,126,3199.0,1015,103,10.0,86,1976.0,31.0,8.873015873015873,99.11347517730496,4.151268778759674
79367,bucknbi01,1981,1B,105,2798.0,996,81,17.0,92,1949.0,32.0,10.257142857142858,98.44606946983546,4.337450884237624
118256,sexsori01,2006,1B,150,3931.0,1235,110,4.0,115,1974.0,32.0,8.966666666666667,99.70348406226834,4.055654346333358
38373,troskha01,1934,1B,154,,1487,86,22.0,145,1912.0,22.0,10.214285714285714,98.62068965517241,4.421732537933992
56059,torgeea01,1959,1B,103,2130.0,717,37,13.0,58,1924.0,35.0,7.320388349514563,98.30508474576271,3.882745139035295
26061,burnsge02,1916,1B,124,,1355,54,22.0,71,1893.0,23.0,11.362903225806452,98.46261355695319,4.590562054772288
96119,karroer01,1993,1B,157,4121.0,1335,147,12.0,118,1967.0,26.0,9.439490445859873,99.19678714859438,4.175549930963726
26272,hoblidi01,1916,1B,126,,1225,67,15.0,64,1888.0,28.0,10.253968253968255,98.85233358837031,4.590562054772288
117909,morneju01,2006,1B,153,4039.0,1297,111,8.0,113,1981.0,25.0,9.202614379084967,99.43502824858757,4.055654346333358
26304,johnsdo01,1916,1B,110,,1042,47,14.0,44,1887.0,29.0,9.9,98.73073436083409,4.590562054772288
70193,mccovwi01,1973,1B,117,2761.0,930,76,12.0,89,1938.0,35.0,8.598290598290598,98.82121807465619,4.060371410601424
26313,judgejo01,1916,1B,103,,935,69,14.0,53,1894.0,22.0,9.74757281553398,98.62475442043221,4.590562054772288
55934,robinfr02,1959,1B,125,3108.0,998,75,17.0,111,1935.0,24.0,8.584,98.44036697247707,3.882745139035295
26347,koneted01,1916,1B,158,,1626,96,18.0,96,1885.0,31.0,10.89873417721519,98.9655172413793,4.590562054772288
55911,powervi01,1959,1B,121,3190.0,1039,110,6.0,98,1927.0,32.0,9.49586776859504,99.48051948051948,3.882745139035295
117877,millake01,2006,1B,98,2377.0,764,62,4.0,74,1971.0,35.0,8.428571428571429,99.51807228915662,4.055654346333358
96154,krukjo01,1993,1B,144,3730.0,1149,69,8.0,79,1961.0,32.0,8.458333333333334,99.34747145187602,4.175549930963726
26377,luderfr01,1916,1B,146,,1499,71,28.0,83,1885.0,31.0,10.753424657534246,98.24780976220275,4.590562054772288
70237,milnejo01,1973,1B,95,2496.0,771,47,9.0,66,1949.0,24.0,8.610526315789473,98.9117291414752,4.060371410601424
38229,morgaed01,1934,1B,137,,1283,56,16.0,111,1904.0,30.0,9.773722627737227,98.81918819188192,4.421732537933992
26421,mcinnst01,1916,1B,140,,1404,96,12.0,87,1890.0,26.0,10.714285714285714,99.20634920634922,4.590562054772288
118001,overbly01,2006,1B,145,3699.0,1357,93,9.0,124,1977.0,29.0,10.0,99.38313913639479,4.055654346333358
116516,sexsori01,2005,1B,151,3906.0,1148,120,7.0,121,1974.0,31.0,8.397350993377483,99.45098039215686,4.082061815026156
55981,sievero01,1959,1B,93,2353.0,846,72,10.0,72,1926.0,33.0,9.870967741935484,98.92241379310344,3.882745139035295
118065,phillan01,2006,1B,94,1599.0,536,27,7.0,56,1977.0,29.0,5.98936170212766,98.7719298245614,4.055654346333358
38361,terrybi01,1934,1B,153,,1592,105,10.0,131,1898.0,36.0,11.091503267973856,99.41417691857059,4.421732537933992
26086,chaseha01,1916,1B,98,,932,37,14.0,66,1883.0,33.0,9.887755102040817,98.57578840284842,4.590562054772288
70038,jorgemi01,1973,1B,123,2793.0,990,80,5.0,88,1948.0,25.0,8.699186991869919,99.53488372093024,4.060371410601424
79167,watsobo01,1980,1B,104,2481.0,851,63,9.0,87,1946.0,34.0,8.788461538461538,99.02491874322861,4.198739816198135
38352,suhrgu01,1934,1B,151,,1326,75,9.0,108,1906.0,28.0,9.278145695364238,99.36170212765958,4.421732537933992
56026,stuardi01,1959,1B,105,2616.0,831,81,22.0,87,1932.0,27.0,8.685714285714285,97.64453961456103,3.882745139035295
26134,daubeja01,1916,1B,126,,1195,66,9.0,56,1884.0,32.0,10.007936507936508,99.29133858267717,4.590562054772288
96044,hrbekke01,1993,1B,115,2831.0,940,81,5.0,98,1960.0,33.0,8.878260869565217,99.51267056530214,4.175549930963726
118093,pujolal01,2006,1B,143,3733.0,1348,110,6.0,145,1980.0,26.0,10.195804195804195,99.59016393442623,4.055654346333358
96070,jahajo01,1993,1B,150,3841.0,1186,128,10.0,116,1966.0,27.0,8.76,99.24471299093656,4.175549930963726
26206,gandich01,1916,1B,145,,1557,105,9.0,84,1888.0,28.0,11.462068965517242,99.46140035906643,4.590562054772288
70111,lisjo01,1973,1B,96,1897.0,626,48,9.0,59,1946.0,27.0,7.020833333333333,98.68228404099561,4.060371410601424
96081,jeffegr01,1993,1B,140,3557.0,1279,76,9.0,114,1967.0,26.0,9.678571428571429,99.34017595307918,4.175549930963726
96112,joynewa01,1993,1B,140,3582.0,1116,145,7.0,116,1962.0,31.0,9.007142857142858,99.44794952681389,4.175549930963726
70175,maybejo01,1973,1B,149,3868.0,1457,81,9.0,156,1949.0,24.0,10.322147651006711,99.41822882999354,4.060371410601424
70181,mayle01,1973,1B,144,3718.0,1220,78,9.0,112,1943.0,30.0,9.01388888888889,99.31140015302219,4.060371410601424
56253,cashno01,1960,1B,99,2422.0,739,59,7.0,68,1934.0,26.0,8.06060606060606,99.1304347826087,3.985951458443142
70654,allendi01,1974,1B,125,3009.0,998,49,15.0,112,1942.0,32.0,8.376,98.58757062146893,3.989506043860248
78715,montawi01,1980,1B,124,3283.0,1185,84,8.0,105,1948.0,32.0,10.233870967741936,99.37353171495693,4.198739816198135
114927,thomeji01,2004,1B,134,3539.0,1091,84,7.0,103,1970.0,34.0,8.76865671641791,99.4077834179357,4.024608552337825
114916,teixema01,2004,1B,142,3669.0,1210,98,10.0,114,1980.0,24.0,9.211267605633802,99.2412746585736,4.024608552337825
37322,colliri02,1933,1B,123,,1054,79,7.0,82,1904.0,29.0,9.211382113821138,99.3859649122807,4.425721760689992
71546,powelbo01,1974,1B,102,2496.0,866,61,4.0,102,1941.0,33.0,9.088235294117647,99.5703544575725,3.989506043860248
114865,snowjt01,2004,1B,100,2379.0,801,55,4.0,69,1968.0,36.0,8.56,99.53488372093024,4.024608552337825
98337,bagweje01,1995,1B,114,3145.0,1004,129,7.0,81,1968.0,27.0,9.93859649122807,99.3859649122807,4.158590521731226
78261,driesda01,1980,1B,151,3981.0,1349,85,7.0,115,1951.0,29.0,9.496688741721854,99.51422623178348,4.198739816198135
37292,burnsja02,1933,1B,143,,1336,81,12.0,129,1907.0,26.0,9.909090909090908,99.16025192442267,4.425721760689992
37274,bossha01,1933,1B,110,,1062,71,7.0,89,1908.0,25.0,10.3,99.3859649122807,4.425721760689992
28171,chaseha01,1919,1B,107,,1205,65,21.0,62,1883.0,36.0,11.869158878504672,98.3733539891557,4.664410229107832
54952,longda02,1958,1B,137,3560.0,1173,84,10.0,130,1926.0,32.0,9.175182481751825,99.21073401736386,4.009056397963054
28201,daubeja01,1919,1B,140,,1437,80,17.0,75,1884.0,35.0,10.835714285714285,98.89178617992177,4.664410229107832
98456,brognri01,1995,1B,131,3269.0,1112,93,3.0,95,1970.0,25.0,9.198473282442748,99.75165562913907,4.158590521731226
49607,kluszte01,1951,1B,154,,1381,88,5.0,115,1924.0,27.0,9.53896103896104,99.6607869742198,4.298027702647213
37275,bottoji01,1933,1B,145,,1511,72,15.0,112,1900.0,33.0,10.917241379310346,99.0613266583229,4.425721760689992
71518,perezto01,1974,1B,157,3883.0,1292,75,6.0,111,1942.0,32.0,8.707006369426752,99.56300072833211,3.989506043860248
49551,hodgegi01,1951,1B,158,,1365,126,12.0,171,1924.0,27.0,9.436708860759493,99.20159680638723,4.298027702647213
55045,musiast01,1958,1B,124,3114.0,1019,100,13.0,127,1920.0,38.0,9.024193548387096,98.85159010600707,4.009056397963054
49471,fainfe01,1951,1B,108,,931,113,11.0,124,1921.0,30.0,9.666666666666666,98.95734597156398,4.298027702647213
37432,grimmch01,1933,1B,104,,979,84,4.0,94,1898.0,35.0,10.221153846153847,99.62511715089035,4.425721760689992
37428,greenha01,1933,1B,117,,1133,63,14.0,111,1911.0,22.0,10.222222222222221,98.84297520661157,4.425721760689992
115284,brousbe01,2005,1B,138,3152.0,1082,60,9.0,112,1976.0,29.0,8.27536231884058,99.21807124239791,4.082061815026156
27860,paulege01,1918,1B,97,,1093,59,20.0,64,1891.0,27.0,11.876288659793815,98.29351535836177,4.7480550730483975
71412,milnejo01,1974,1B,133,3561.0,1147,77,7.0,103,1949.0,25.0,9.203007518796992,99.43135662063362,3.989506043860248
27883,pippwa01,1918,1B,91,,918,61,12.0,75,1893.0,25.0,10.758241758241759,98.7891019172553,4.7480550730483975
37418,gehrilo01,1933,1B,152,,1290,64,9.0,102,1903.0,30.0,8.907894736842104,99.33969185619956,4.425721760689992
115219,berkmla01,2005,1B,96,2213.0,772,49,5.0,77,1976.0,29.0,8.552083333333334,99.39467312348668,4.082061815026156
71422,montawi01,1974,1B,137,3559.0,1216,79,10.0,126,1948.0,26.0,9.452554744525548,99.23371647509579,3.989506043860248
98135,thomafr04,1994,1B,99,2601.0,735,45,7.0,74,1968.0,26.0,7.878787878787879,99.11054637865311,4.058453529096009
37394,foxxji01,1933,1B,149,,1402,93,15.0,98,1907.0,26.0,10.033557046979865,99.00662251655629,4.425721760689992
27960,sislege01,1918,1B,114,,1244,95,13.0,64,1893.0,25.0,11.74561403508772,99.03846153846155,4.7480550730483975
78348,garvest01,1980,1B,162,4382.0,1502,112,6.0,122,1948.0,32.0,9.962962962962964,99.62962962962963,4.198739816198135
98181,vaughmo01,1994,1B,106,2761.0,880,57,10.0,103,1967.0,27.0,8.839622641509434,98.9440337909187,4.058453529096009
49619,kryhodi01,1951,1B,112,,964,81,9.0,95,1925.0,26.0,9.330357142857142,99.14611005692599,4.298027702647213
115358,caseyse01,2005,1B,134,3416.0,1153,55,2.0,91,1974.0,31.0,9.014925373134329,99.83471074380165,4.082061815026156
78200,cromawa01,1980,1B,158,4162.0,1457,93,14.0,104,1953.0,27.0,9.810126582278482,99.10485933503837,4.198739816198135
28271,gandich01,1919,1B,115,,1116,60,3.0,71,1888.0,31.0,10.226086956521739,99.74554707379136,4.664410229107832
49735,mizejo01,1951,1B,93,,632,44,4.0,86,1913.0,38.0,7.268817204301075,99.41176470588235,4.298027702647213
37171,terrybi01,1932,1B,154,,1493,137,14.0,125,1898.0,34.0,10.584415584415584,99.14841849148418,4.386293782006726
28455,mcinnst01,1919,1B,118,,1236,82,7.0,84,1890.0,29.0,11.169491525423728,99.47169811320755,4.664410229107832
114404,martiti02,2004,1B,114,2879.0,876,67,3.0,85,1967.0,37.0,8.271929824561404,99.6828752642706,4.024608552337825
28467,merklfr01,1919,1B,132,,1494,56,23.0,66,1888.0,31.0,11.742424242424242,98.53782581055309,4.664410229107832
37154,suhrgu01,1932,1B,154,,1388,84,18.0,111,1906.0,26.0,9.558441558441558,98.79194630872483,4.386293782006726
28412,luderfr01,1919,1B,138,,1385,108,22.0,82,1885.0,34.0,10.818840579710145,98.54785478547855,4.664410229107832
78146,carewro01,1980,1B,103,2739.0,897,57,6.0,82,1945.0,35.0,9.262135922330097,99.375,4.198739816198135
114298,leede02,2004,1B,161,4296.0,1259,130,6.0,113,1975.0,29.0,8.627329192546584,99.56989247311829,4.024608552337825
98756,galaran01,1995,1B,142,3688.0,1299,120,13.0,129,1961.0,34.0,9.992957746478874,99.09217877094973,4.158590521731226
28541,pippwa01,1919,1B,138,,1488,94,15.0,77,1893.0,26.0,11.46376811594203,99.06073888541015,4.664410229107832
114283,larocad01,2004,1B,98,2160.0,740,41,5.0,87,1979.0,25.0,7.969387755102041,99.36386768447836,4.024608552337825
114261,konerpa01,2004,1B,139,3533.0,1150,78,6.0,136,1976.0,28.0,8.83453237410072,99.51377633711506,4.024608552337825
78117,bucknbi01,1980,1B,94,2328.0,826,73,6.0,67,1949.0,31.0,9.563829787234043,99.33701657458563,4.198739816198135
71728,tenacge01,1974,1B,106,2435.0,816,41,4.0,80,1946.0,28.0,8.084905660377359,99.53542392566783,3.989506043860248
54766,gernedi01,1958,1B,114,3036.0,1101,93,11.0,118,1928.0,30.0,10.473684210526315,99.08713692946058,4.009056397963054
28385,koneted01,1919,1B,132,,1288,89,9.0,62,1885.0,34.0,10.431818181818182,99.35064935064936,4.664410229107832
54816,harriga01,1958,1B,122,3040.0,942,79,15.0,90,1931.0,27.0,8.368852459016393,98.55212355212355,4.009056397963054
98555,clarkwi02,1995,1B,122,3175.0,1076,88,7.0,125,1964.0,31.0,9.540983606557377,99.40222032450897,4.158590521731226
98559,colbrgr01,1995,1B,134,3491.0,1067,89,5.0,108,1969.0,26.0,8.626865671641792,99.56933677863911,4.158590521731226
114689,pujolal01,2004,1B,150,4016.0,1458,114,10.0,136,1980.0,24.0,10.48,99.36788874841972,4.024608552337825
71641,scottge02,1974,1B,148,3918.0,1345,114,12.0,137,1944.0,30.0,9.858108108108109,99.18422841604351,3.989506043860248
78186,coopece01,1980,1B,142,3744.0,1336,106,5.0,160,1949.0,31.0,10.154929577464788,99.65445749827228,4.198739816198135
54848,hodgegi01,1958,1B,122,2822.0,907,69,8.0,134,1924.0,34.0,8.0,99.1869918699187,4.009056397963054
28311,heilmha01,1919,1B,140,,1402,78,31.0,61,1894.0,25.0,10.571428571428571,97.94837855724685,4.664410229107832
28322,holkewa01,1919,1B,136,,1474,95,11.0,86,1892.0,27.0,11.536764705882353,99.30379746835443,4.664410229107832
114621,penaca01,2004,1B,135,3478.0,1142,77,6.0,128,1978.0,26.0,9.02962962962963,99.51020408163266,4.024608552337825
114602,palmera01,2004,1B,130,3413.0,1090,95,8.0,114,1964.0,40.0,9.115384615384615,99.32942162615255,4.024608552337825
114597,overbly01,2004,1B,158,4081.0,1311,113,11.0,110,1977.0,27.0,9.012658227848101,99.23344947735193,4.024608552337825
114544,nevinph01,2004,1B,144,3622.0,1131,92,13.0,108,1971.0,33.0,8.493055555555555,98.94822006472492,4.024608552337825
28351,johnsdo01,1919,1B,98,,957,57,16.0,57,1887.0,32.0,10.346938775510203,98.44660194174757,4.664410229107832
78164,chambch01,1980,1B,158,4119.0,1626,101,12.0,140,1948.0,32.0,10.930379746835444,99.30994824611847,4.198739816198135
