,playerID,yearID,POS,G,InnOuts,PO,A,E,DP,birthYear,age,Range Factor,Fielding %,RF Yearly Avg
61832,clenddo01,1966,1B,152,3997.0,1452,96,24.0,182,1935.0,31.0,10.18421052631579,98.47328244274809,4.0974823795170074
81923,coopece01,1983,1B,158,4230.0,1452,87,11.0,144,1949.0,34.0,9.740506329113924,99.29032258064517,4.015622892459239
81186,murraed02,1982,1B,149,3815.0,1269,97,4.0,106,1956.0,26.0,9.167785234899329,99.7080291970803,4.121985991447475
61338,pepitjo01,1965,1B,115,2959.0,1036,71,3.0,104,1940.0,25.0,9.626086956521739,99.72972972972973,4.000630923525461
136990,beltbr01,2017,1B,98,2477.0,771,64,2.0,74,1988.0,29.0,8.520408163265307,99.7610513739546,4.02931852259519
127330,wallabr01,2011,1B,96,2306.0,659,77,6.0,57,1986.0,25.0,7.666666666666667,99.19137466307278,4.08640600837734
84663,gantnji01,1985,2B,124,3209.0,262,402,8.0,89,1953.0,32.0,5.354838709677419,98.80952380952381,4.128491157789096
51522,bollifr01,1954,2B,113,2712.0,248,232,13.0,54,1931.0,23.0,4.247787610619469,97.3630831643002,4.134186182823256
77218,hubbagl01,1979,2B,91,2303.0,193,268,15.0,57,1957.0,22.0,5.065934065934066,96.84873949579831,4.113890132095312
35799,reganbi01,1930,2B,127,,308,439,29.0,92,1899.0,31.0,5.881889763779528,96.26288659793815,4.461692946936018
33976,wardaa01,1927,2B,139,,275,437,27.0,66,1896.0,31.0,5.122302158273381,96.34641407307171,4.5155502546750785
84782,herrto01,1985,2B,158,4212.0,337,448,12.0,120,1956.0,29.0,4.968354430379747,98.49435382685068,4.128491157789096
33738,melilsk01,1927,2B,101,,229,293,36.0,72,1899.0,28.0,5.1683168316831685,93.54838709677419,4.5155502546750785
35754,myerbu01,1930,2B,134,,330,405,27.0,89,1904.0,26.0,5.485074626865671,96.45669291338582,4.461692946936018
83457,herrto01,1984,2B,144,3740.0,328,452,6.0,106,1956.0,28.0,5.416666666666667,99.23664122137404,4.065527914104143
86845,whitalo01,1986,2B,141,3622.0,276,421,11.0,98,1957.0,29.0,4.943262411347518,98.44632768361582,4.001091207026902
84786,hilldo01,1985,2B,122,3058.0,228,320,15.0,56,1960.0,25.0,4.491803278688525,97.33570159857904,4.128491157789096
35911,thompfr03,1930,2B,112,,287,386,32.0,95,1902.0,28.0,6.008928571428571,95.46099290780143,4.461692946936018
33692,lazzeto01,1927,2B,113,,213,398,18.0,60,1903.0,24.0,5.407079646017699,97.13831478537361,4.5155502546750785
33832,reganbi01,1927,2B,121,,283,397,28.0,76,1899.0,28.0,5.619834710743802,96.045197740113,4.5155502546750785
101488,younger01,1996,2B,139,3507.0,340,431,12.0,109,1967.0,29.0,5.546762589928058,98.46743295019157,4.099428929097062
77115,gonzafe01,1979,2B,103,2259.0,217,225,11.0,52,1950.0,29.0,4.29126213592233,97.57174392935983,4.113890132095312
44980,stirnsn01,1944,2B,154,,433,481,17.0,113,1918.0,26.0,5.935064935064935,98.17400644468314,4.432802493433335
104765,womacto01,1998,2B,152,3948.0,304,450,17.0,104,1969.0,29.0,4.9605263157894735,97.79507133592736,4.104944624759742
101561,baergca01,1997,2B,131,3146.0,244,371,14.0,88,1968.0,29.0,4.694656488549619,97.77424483306835,4.105045469313844
86622,samueju01,1986,2B,143,3758.0,290,440,25.0,83,1960.0,26.0,5.104895104895105,96.68874172185431,4.001091207026902
43576,sistisi01,1942,2B,124,,304,351,20.0,66,1920.0,22.0,5.282258064516129,97.03703703703704,4.343359247526703
50589,robinja02,1952,2B,146,,353,400,20.0,113,1919.0,33.0,5.157534246575342,97.41267787839585,4.4379332837716525
45050,williwo01,1944,2B,155,,377,542,27.0,97,1912.0,32.0,5.929032258064516,97.14587737843551,4.432802493433335
75799,edwarmi01,1978,2B,133,2953.0,228,309,20.0,71,1952.0,26.0,4.037593984962406,96.40933572710951,4.088859959830793
101526,alomaro01,1997,2B,109,2690.0,203,300,6.0,66,1968.0,29.0,4.614678899082569,98.82121807465619,4.105045469313844
77124,grichbo01,1979,2B,153,3891.0,340,438,13.0,111,1949.0,30.0,5.084967320261438,98.35651074589128,4.113890132095312
104840,anderma02,1999,2B,121,2777.0,234,284,11.0,59,1974.0,25.0,4.2809917355371905,97.92060491493385,4.037387926227994
50623,schoere01,1952,2B,142,,399,424,19.0,108,1923.0,29.0,5.795774647887324,97.74346793349169,4.4379332837716525
46005,gordojo01,1946,2B,108,,281,346,17.0,87,1915.0,31.0,5.805555555555555,97.36024844720497,4.423496538099533
101395,vizcajo01,1996,2B,93,2283.0,179,259,6.0,70,1968.0,28.0,4.709677419354839,98.64864864864865,4.099428929097062
86772,thompro01,1986,2B,149,3809.0,255,450,17.0,97,1962.0,24.0,4.731543624161074,97.64542936288089,4.001091207026902
43593,strinlo01,1942,2B,113,,268,343,29.0,59,1917.0,25.0,5.407079646017699,95.46875,4.343359247526703
84746,harrato01,1985,2B,122,3065.0,212,351,6.0,71,1948.0,37.0,4.614754098360656,98.94551845342706,4.128491157789096
104680,vinafe01,1998,2B,158,4149.0,404,468,12.0,135,1969.0,29.0,5.518987341772152,98.64253393665159,4.104944624759742
33796,partrja01,1927,2B,140,,330,454,52.0,63,1902.0,25.0,5.6,93.77990430622009,4.5155502546750785
83490,hubbagl01,1984,2B,117,3030.0,237,405,8.0,78,1957.0,27.0,5.487179487179487,98.76923076923076,4.065527914104143
35685,maguifr01,1930,2B,146,,387,476,28.0,104,1899.0,31.0,5.910958904109589,96.8574635241302,4.461692946936018
86632,saxst01,1986,2B,154,4099.0,367,432,16.0,71,1960.0,26.0,5.188311688311688,98.03680981595092,4.001091207026902
101656,boonebr01,1997,2B,136,3346.0,271,334,2.0,74,1969.0,28.0,4.448529411764706,99.67051070840198,4.105045469313844
75834,flynndo01,1978,2B,128,2786.0,249,299,8.0,70,1951.0,27.0,4.28125,98.56115107913669,4.088859959830793
51491,avilabo01,1954,2B,141,3673.0,356,406,19.0,100,1924.0,30.0,5.404255319148936,97.56722151088348,4.134186182823256
86531,randowi01,1986,2B,139,3609.0,313,381,20.0,94,1954.0,32.0,4.9928057553956835,97.19887955182072,4.001091207026902
84812,hubbagl01,1985,2B,140,3425.0,339,539,10.0,127,1957.0,28.0,6.271428571428571,98.87387387387388,4.128491157789096
86847,whitefr01,1986,2B,151,3796.0,316,439,10.0,91,1950.0,36.0,5.0,98.69281045751634,4.001091207026902
86536,rayjo01,1986,2B,151,3860.0,280,479,5.0,89,1957.0,29.0,5.026490066225166,99.3455497382199,4.001091207026902
104696,walketo04,1998,2B,140,3519.0,219,363,13.0,72,1973.0,25.0,4.1571428571428575,97.81512605042016,4.104944624759742
86624,sandbry01,1986,2B,153,4110.0,309,492,5.0,86,1959.0,27.0,5.235294117647059,99.37965260545906,4.001091207026902
51499,bakerge02,1954,2B,134,3563.0,355,385,25.0,102,1925.0,29.0,5.522388059701493,96.73202614379085,4.134186182823256
33943,thompfr03,1927,2B,153,,424,485,35.0,97,1902.0,25.0,5.9411764705882355,96.29237288135593,4.5155502546750785
86964,barrema02,1987,2B,137,3573.0,320,438,9.0,108,1958.0,29.0,5.532846715328467,98.82659713168188,4.036984875320332
84707,grichbo01,1985,2B,116,2860.0,224,380,2.0,99,1949.0,36.0,5.206896551724138,99.66996699669967,4.128491157789096
104551,spiezsc01,1998,2B,112,2867.0,198,316,13.0,72,1972.0,26.0,4.589285714285714,97.53320683111954,4.104944624759742
43677,witekmi01,1942,2B,147,,371,441,18.0,72,1915.0,27.0,5.523809523809524,97.83132530120481,4.343359247526703
101522,alicelu01,1997,2B,105,2670.0,218,268,11.0,58,1965.0,32.0,4.628571428571429,97.78672032193158,4.105045469313844
104816,alfoned01,1999,2B,158,4142.0,298,409,5.0,98,1973.0,26.0,4.474683544303797,99.29775280898876,4.037387926227994
75899,gonzafe01,1978,2B,94,2270.0,190,256,8.0,68,1950.0,28.0,4.74468085106383,98.23788546255507,4.088859959830793
35602,hodapjo01,1930,2B,154,,403,557,30.0,106,1905.0,25.0,6.233766233766234,96.96969696969697,4.461692946936018
77059,flynndo01,1979,2B,148,3675.0,369,380,13.0,98,1951.0,28.0,5.0608108108108105,98.29396325459318,4.113890132095312
75908,grichbo01,1978,2B,144,3714.0,325,419,13.0,77,1949.0,29.0,5.166666666666667,98.28269484808455,4.088859959830793
101391,vinafe01,1996,2B,137,3497.0,333,412,16.0,116,1969.0,27.0,5.437956204379562,97.89750328515112,4.099428929097062
46035,gustifr01,1946,2B,113,,290,328,21.0,61,1920.0,26.0,5.469026548672566,96.71361502347418,4.423496538099533
45014,verbaem01,1944,2B,146,,319,380,23.0,105,1915.0,29.0,4.787671232876712,96.81440443213296,4.432802493433335
104825,alomaro01,1999,2B,156,3919.0,270,466,6.0,102,1968.0,31.0,4.717948717948718,99.19137466307278,4.037387926227994
77018,edwarmi01,1979,2B,113,2805.0,244,314,22.0,54,1952.0,27.0,4.938053097345133,96.20689655172414,4.113890132095312
35717,melilsk01,1930,2B,148,,384,572,21.0,107,1899.0,31.0,6.45945945945946,97.85056294779939,4.461692946936018
86553,reynoha01,1986,2B,126,3272.0,278,415,16.0,111,1960.0,26.0,5.5,97.74330042313117,4.001091207026902
84670,garcida01,1985,2B,143,3508.0,302,371,13.0,88,1957.0,28.0,4.706293706293707,98.10495626822157,4.128491157789096
104675,verasqu01,1998,2B,131,3393.0,258,405,9.0,89,1971.0,27.0,5.061068702290076,98.66071428571429,4.104944624759742
50604,ryanco01,1952,2B,154,,348,462,23.0,95,1920.0,32.0,5.259740259740259,97.23889555822329,4.4379332837716525
43725,bloodji01,1943,2B,129,,349,393,21.0,74,1917.0,26.0,5.751937984496124,97.24770642201835,4.526145314540277
101380,velarra01,1996,2B,114,2906.0,236,252,9.0,80,1962.0,34.0,4.280701754385965,98.18913480885311,4.099428929097062
104784,younger01,1998,2B,113,2904.0,225,304,13.0,67,1967.0,31.0,4.68141592920354,97.60147601476015,4.104944624759742
84573,doranbi02,1985,2B,147,3788.0,345,440,16.0,108,1958.0,27.0,5.340136054421769,98.00249687890137,4.128491157789096
101632,biggicr01,1997,2B,160,4153.0,341,504,18.0,108,1965.0,32.0,5.28125,97.91425260718424,4.105045469313844
35274,thompfr03,1929,2B,148,,395,512,33.0,103,1902.0,27.0,6.128378378378378,96.48936170212767,4.408218207009619
76000,howear01,1978,2B,107,2767.0,224,289,12.0,51,1946.0,32.0,4.794392523364486,97.71428571428571,4.088859959830793
85910,flannti01,1986,2B,108,2266.0,209,246,3.0,52,1957.0,29.0,4.212962962962963,99.34497816593887,4.001091207026902
50993,goodmbi01,1953,2B,112,,267,306,15.0,88,1926.0,27.0,5.116071428571429,97.44897959183673,4.174706778338868
44618,hallir01,1944,2B,97,,248,286,11.0,40,1918.0,26.0,5.505154639175258,97.9816513761468,4.432802493433335
103646,grebecr01,1998,2B,91,2169.0,145,250,10.0,38,1964.0,34.0,4.34065934065934,97.53086419753086,4.104944624759742
85853,doranbi02,1986,2B,144,3734.0,262,329,16.0,62,1958.0,28.0,4.104166666666667,97.36408566721582,4.001091207026902
35017,kerrjo01,1929,2B,122,,307,459,23.0,84,1898.0,31.0,6.278688524590164,97.08491761723701,4.408218207009619
103642,graffto01,1998,2B,93,1895.0,139,226,11.0,41,1972.0,26.0,3.924731182795699,97.07446808510637,4.104944624759742
34489,reganbi01,1928,2B,137,,293,469,29.0,87,1899.0,29.0,5.562043795620438,96.3337547408344,4.466414950142728
45683,stanked01,1945,2B,153,,429,441,34.0,101,1915.0,30.0,5.686274509803922,96.23893805309734,4.350752790357747
76624,tysonmi01,1978,2B,124,2960.0,246,306,13.0,78,1950.0,28.0,4.451612903225806,97.69911504424779,4.088859959830793
44193,priddje01,1943,2B,134,,364,411,23.0,105,1919.0,24.0,5.7835820895522385,97.11779448621553,4.526145314540277
76620,trillma01,1978,2B,149,3871.0,354,505,19.0,99,1950.0,28.0,5.76510067114094,97.83599088838268,4.088859959830793
51011,hamnegr01,1953,2B,93,,194,290,15.0,65,1927.0,26.0,5.204301075268817,96.9939879759519,4.174706778338868
102777,sandbry01,1997,2B,126,2975.0,203,297,8.0,58,1959.0,38.0,3.9682539682539684,98.4251968503937,4.105045469313844
45644,schalro01,1945,2B,133,,380,389,18.0,90,1908.0,37.0,5.7819548872180455,97.712833545108,4.350752790357747
34987,hornsro01,1929,2B,156,,286,547,23.0,106,1896.0,33.0,5.339743589743589,97.31308411214953,4.408218207009619
76405,randabo01,1978,2B,116,2580.0,231,345,10.0,81,1948.0,30.0,4.9655172413793105,98.29351535836177,4.088859959830793
103500,easleda01,1998,2B,140,3538.0,285,439,11.0,102,1969.0,29.0,5.171428571428572,98.50340136054422,4.104944624759742
44228,ryanco01,1943,2B,100,,224,306,21.0,41,1920.0,23.0,5.3,96.18874773139746,4.526145314540277
35033,lazzeto01,1929,2B,147,,368,467,27.0,102,1903.0,26.0,5.680272108843537,96.8677494199536,4.408218207009619
45694,stirnsn01,1945,2B,152,,432,492,29.0,119,1918.0,27.0,6.078947368421052,96.95697796432319,4.350752790357747
76337,ortajo01,1978,2B,114,2923.0,275,290,9.0,62,1950.0,28.0,4.956140350877193,98.43205574912892,4.088859959830793
50982,gilliji01,1953,2B,149,,332,426,19.0,102,1928.0,25.0,5.087248322147651,97.55469755469755,4.174706778338868
76663,whitefr01,1978,2B,140,3583.0,325,385,16.0,96,1950.0,28.0,5.071428571428571,97.7961432506887,4.088859959830793
103900,kentje01,1998,2B,134,3498.0,278,404,20.0,87,1968.0,30.0,5.08955223880597,97.15099715099716,4.104944624759742
102567,offerjo01,1997,2B,101,2610.0,201,254,9.0,64,1968.0,29.0,4.5049504950495045,98.0603448275862,4.105045469313844
45491,mayoed01,1945,2B,124,,326,393,15.0,91,1910.0,35.0,5.798387096774194,97.95640326975476,4.350752790357747
86027,harrato01,1986,2B,93,2229.0,166,211,7.0,49,1948.0,38.0,4.053763440860215,98.17708333333334,4.001091207026902
35079,melilsk01,1929,2B,141,,342,519,24.0,98,1899.0,30.0,6.1063829787234045,97.28813559322033,4.408218207009619
34358,lazzeto01,1928,2B,110,,236,331,26.0,56,1903.0,25.0,5.154545454545454,95.61551433389545,4.466414950142728
34365,lindca01,1928,2B,154,,390,505,37.0,116,1903.0,25.0,5.811688311688312,96.03004291845494,4.466414950142728
85957,garcida01,1986,2B,106,2657.0,224,286,8.0,66,1957.0,29.0,4.811320754716981,98.45559845559846,4.001091207026902
103496,durhara01,1998,2B,158,4072.0,282,438,18.0,128,1971.0,27.0,4.556962025316456,97.5609756097561,4.104944624759742
76248,molitpa01,1978,2B,91,2353.0,197,283,12.0,57,1956.0,22.0,5.274725274725275,97.5609756097561,4.088859959830793
85952,gantnji01,1986,2B,135,3473.0,304,347,10.0,87,1953.0,33.0,4.822222222222222,98.48714069591527,4.001091207026902
34377,maguifr01,1928,2B,138,,410,524,23.0,126,1899.0,29.0,6.768115942028985,97.59665621734587,4.466414950142728
50965,foxne01,1953,2B,154,,451,426,15.0,101,1927.0,26.0,5.694805194805195,98.31838565022422,4.174706778338868
51334,schoere01,1953,2B,140,,365,430,14.0,109,1923.0,30.0,5.678571428571429,98.26946847960446,4.174706778338868
76662,whitalo01,1978,2B,136,3367.0,301,458,17.0,95,1957.0,21.0,5.580882352941177,97.80927835051546,4.088859959830793
85406,teufeti01,1985,2B,137,3321.0,237,352,12.0,67,1958.0,27.0,4.299270072992701,98.00332778702163,4.128491157789096
76275,morgajo02,1978,2B,124,3032.0,252,290,11.0,49,1943.0,35.0,4.370967741935484,98.01084990958408,4.088859959830793
35054,maguifr01,1929,2B,138,,334,437,23.0,94,1899.0,30.0,5.586956521739131,97.10327455919395,4.408218207009619
44634,hausmge01,1944,2B,122,,301,350,27.0,66,1916.0,28.0,5.336065573770492,96.01769911504425,4.432802493433335
44126,murtada01,1943,2B,113,,321,345,18.0,76,1917.0,26.0,5.893805309734513,97.36842105263158,4.526145314540277
103472,deshide01,1998,2B,111,2689.0,247,273,9.0,66,1969.0,29.0,4.684684684684685,98.29867674858222,4.104944624759742
44611,guttedo01,1944,2B,146,,368,407,35.0,95,1912.0,32.0,5.308219178082192,95.67901234567901,4.432802493433335
44267,stanked01,1943,2B,131,,362,416,27.0,78,1915.0,28.0,5.938931297709924,96.64596273291926,4.526145314540277
44346,witekmi01,1943,2B,153,,401,505,31.0,90,1915.0,28.0,5.921568627450981,96.69156883671292,4.526145314540277
85497,whitefr01,1985,2B,149,3918.0,342,490,17.0,101,1950.0,35.0,5.583892617449664,97.99764428739694,4.128491157789096
103272,boonebr01,1998,2B,156,4074.0,329,416,9.0,100,1969.0,29.0,4.7756410256410255,98.80636604774536,4.104944624759742
34783,cohenan01,1929,2B,94,,227,315,20.0,52,1904.0,25.0,5.76595744680851,96.44128113879003,4.408218207009619
103247,biggicr01,1998,2B,159,4105.0,318,431,15.0,92,1965.0,33.0,4.710691823899371,98.03664921465969,4.104944624759742
103128,alomaro01,1998,2B,144,3709.0,251,449,11.0,86,1968.0,30.0,4.861111111111111,98.45288326300985,4.104944624759742
85636,bernato01,1986,2B,146,3790.0,351,442,17.0,95,1956.0,30.0,5.431506849315069,97.90123456790123,4.001091207026902
84223,whitalo01,1984,2B,142,3585.0,290,405,15.0,83,1957.0,27.0,4.894366197183099,97.88732394366197,4.065527914104143
85610,barrema02,1986,2B,158,4172.0,303,450,14.0,104,1958.0,28.0,4.765822784810126,98.17470664928291,4.001091207026902
85495,whitalo01,1985,2B,150,3923.0,314,414,11.0,101,1957.0,28.0,4.8533333333333335,98.51150202976996,4.128491157789096
45513,meyerdu01,1945,2B,130,,317,313,14.0,66,1915.0,30.0,4.846153846153846,97.82608695652173,4.350752790357747
51175,martibi02,1953,2B,146,,376,390,12.0,121,1928.0,25.0,5.2465753424657535,98.45758354755783,4.174706778338868
103162,baergca01,1998,2B,144,3494.0,289,340,9.0,97,1968.0,30.0,4.368055555555555,98.58934169278997,4.104944624759742
85593,backmwa01,1986,2B,113,2544.0,186,290,17.0,56,1959.0,27.0,4.212389380530974,96.55172413793103,4.001091207026902
44483,coscape01,1944,2B,136,,371,389,26.0,71,1913.0,31.0,5.588235294117647,96.69211195928753,4.432802493433335
84233,wilforo01,1984,2B,97,2050.0,161,266,11.0,48,1953.0,31.0,4.402061855670103,97.48858447488584,4.065527914104143
84224,whitefr01,1984,2B,129,3326.0,299,425,11.0,97,1950.0,34.0,5.612403100775194,98.50340136054422,4.065527914104143
84231,wiggial01,1984,2B,157,4040.0,391,410,32.0,95,1958.0,26.0,5.101910828025478,96.15846338535414,4.065527914104143
103204,bellda01,1998,2B,101,2422.0,192,294,9.0,58,1972.0,26.0,4.811881188118812,98.18181818181819,4.104944624759742
45535,myattge01,1945,2B,94,,228,231,13.0,48,1914.0,31.0,4.882978723404255,97.2457627118644,4.350752790357747
34725,bishoma01,1929,2B,129,,301,371,21.0,58,1899.0,30.0,5.209302325581396,96.96969696969697,4.408218207009619
102505,moranmi01,1997,2B,146,3662.0,254,350,6.0,87,1966.0,31.0,4.136986301369863,99.01639344262296,4.105045469313844
76419,remyje01,1978,2B,140,3705.0,327,444,13.0,114,1952.0,26.0,5.507142857142857,98.34183673469387,4.088859959830793
103343,cairomi01,1998,2B,148,3699.0,278,429,16.0,109,1974.0,24.0,4.777027027027027,97.78699861687413,4.104944624759742
102868,spiezsc01,1997,2B,146,3768.0,280,415,7.0,93,1972.0,25.0,4.760273972602739,99.002849002849,4.105045469313844
84127,teufeti01,1984,2B,157,4136.0,315,485,13.0,81,1958.0,26.0,5.095541401273885,98.4009840098401,4.065527914104143
103434,counscr01,1998,2B,104,2678.0,237,299,5.0,72,1970.0,28.0,5.153846153846154,99.07578558225508,4.104944624759742
44282,suderpe01,1943,2B,95,,231,269,15.0,58,1916.0,27.0,5.2631578947368425,97.0873786407767,4.526145314540277
103426,corajo01,1998,2B,130,3261.0,212,270,19.0,68,1965.0,33.0,3.707692307692308,96.20758483033931,4.104944624759742
85435,trillma01,1985,2B,120,3052.0,262,357,12.0,73,1950.0,35.0,5.158333333333333,98.09825673534073,4.128491157789096
34897,gehrich01,1929,2B,154,,404,501,23.0,93,1903.0,26.0,5.876623376623376,97.52155172413794,4.408218207009619
34889,friscfr01,1929,2B,121,,295,374,21.0,66,1897.0,32.0,5.528925619834711,96.95652173913044,4.408218207009619
84149,tollewa01,1984,2B,109,2561.0,191,276,10.0,61,1955.0,29.0,4.284403669724771,97.9035639412998,4.065527914104143
44517,doerrbo01,1944,2B,125,,341,363,17.0,96,1918.0,26.0,5.632,97.64216366158114,4.432802493433335
84307,backmwa01,1985,2B,140,3384.0,272,370,7.0,76,1959.0,26.0,4.585714285714285,98.92141756548536,4.128491157789096
84160,trillma01,1984,2B,96,2476.0,215,287,6.0,67,1950.0,34.0,5.229166666666667,98.81889763779527,4.065527914104143
102996,verasqu01,1997,2B,142,3577.0,276,407,11.0,65,1971.0,26.0,4.809859154929577,98.4149855907781,4.105045469313844
76511,sizemte01,1978,2B,107,2667.0,232,302,12.0,61,1945.0,33.0,4.990654205607477,97.8021978021978,4.088859959830793
103078,womacto01,1997,2B,152,3878.0,335,429,20.0,83,1969.0,28.0,5.026315789473684,97.44897959183673,4.105045469313844
103088,younger01,1997,2B,117,2975.0,258,414,15.0,93,1967.0,30.0,5.743589743589744,97.81659388646288,4.105045469313844
34798,critzhu01,1929,2B,106,,210,395,16.0,72,1900.0,29.0,5.7075471698113205,97.42351046698873,4.408218207009619
76409,randowi01,1978,2B,134,3434.0,296,400,16.0,80,1954.0,24.0,5.1940298507462686,97.75280898876404,4.088859959830793
51203,miksied01,1953,2B,92,,210,262,23.0,65,1926.0,27.0,5.130434782608695,95.35353535353536,4.174706778338868
51200,michaca01,1953,2B,110,,304,302,19.0,81,1926.0,27.0,5.509090909090909,96.96000000000001,4.174706778338868
34604,thompfr03,1928,2B,152,,409,509,32.0,109,1902.0,26.0,6.0394736842105265,96.63157894736842,4.466414950142728
35548,grantge01,1930,2B,141,,324,488,36.0,84,1900.0,30.0,5.75886524822695,95.75471698113208,4.461692946936018
84337,barrema02,1985,2B,155,4007.0,355,479,11.0,110,1958.0,27.0,5.380645161290323,98.69822485207101,4.128491157789096
84002,saxst01,1984,2B,141,3679.0,318,450,21.0,99,1960.0,24.0,5.446808510638298,97.33840304182509,4.065527914104143
101935,fernato01,1997,2B,109,2521.0,207,295,10.0,59,1962.0,35.0,4.605504587155964,98.046875,4.105045469313844
83794,oestero01,1984,2B,147,3768.0,357,388,15.0,75,1956.0,28.0,5.068027210884353,98.02631578947368,4.065527914104143
43884,freylo01,1943,2B,144,,399,461,13.0,112,1910.0,33.0,5.972222222222222,98.51088201603666,4.526145314540277
35441,critzhu01,1930,2B,124,,346,413,22.0,88,1900.0,30.0,6.120967741935484,97.1830985915493,4.461692946936018
43911,gordojo01,1943,2B,152,,407,490,29.0,114,1915.0,28.0,5.901315789473684,96.8682505399568,4.526145314540277
104213,offerjo01,1998,2B,152,3976.0,277,440,19.0,113,1968.0,30.0,4.717105263157895,97.41847826086956,4.104944624759742
50778,youngbo01,1952,2B,149,,380,407,13.0,127,1925.0,27.0,5.281879194630872,98.375,4.4379332837716525
35417,cissebi01,1930,2B,107,,251,336,32.0,60,1904.0,26.0,5.485981308411215,94.83037156704361,4.461692946936018
44819,myattge01,1944,2B,121,,341,299,29.0,81,1914.0,30.0,5.289256198347108,95.66517189835575,4.432802493433335
43929,guttedo01,1943,2B,132,,328,331,29.0,64,1912.0,31.0,4.992424242424242,95.78488372093024,4.526145314540277
83838,percoja01,1984,2B,150,3926.0,303,438,14.0,90,1954.0,30.0,4.94,98.1456953642384,4.065527914104143
83848,phillto02,1984,2B,91,1533.0,121,156,5.0,36,1959.0,25.0,3.043956043956044,98.22695035460993,4.065527914104143
34133,cohenan01,1928,2B,126,,304,434,24.0,90,1904.0,24.0,5.857142857142857,96.8503937007874,4.466414950142728
35367,blairfo01,1930,2B,115,,257,429,30.0,83,1900.0,30.0,5.965217391304348,95.81005586592178,4.461692946936018
86258,lombast01,1986,2B,155,3680.0,289,407,6.0,102,1960.0,26.0,4.490322580645161,99.14529914529915,4.001091207026902
35363,bishoma01,1930,2B,127,,267,418,17.0,61,1899.0,31.0,5.393700787401575,97.57834757834758,4.461692946936018
101993,garcica01,1997,2B,96,2465.0,168,253,8.0,50,1967.0,30.0,4.385416666666667,98.13519813519814,4.105045469313844
104155,moranmi01,1998,2B,152,3912.0,267,404,5.0,70,1966.0,32.0,4.4144736842105265,99.2603550295858,4.104944624759742
86226,lawva01,1986,2B,94,2266.0,170,284,3.0,50,1956.0,30.0,4.829787234042553,99.34354485776805,4.001091207026902
50754,willida03,1952,2B,138,,279,375,18.0,102,1927.0,25.0,4.739130434782608,97.32142857142857,4.4379332837716525
76957,cruzju01,1979,2B,107,2801.0,258,361,13.0,87,1954.0,25.0,5.785046728971962,97.94303797468355,4.113890132095312
34090,brannot01,1928,2B,135,,272,434,26.0,74,1899.0,29.0,5.229629629629629,96.44808743169399,4.466414950142728
76097,kuipedu01,1978,2B,149,3916.0,341,408,16.0,91,1950.0,28.0,5.026845637583893,97.90849673202614,4.088859959830793
45334,guttedo01,1945,2B,128,,334,334,21.0,66,1912.0,33.0,5.21875,96.9521044992743,4.350752790357747
34024,adamssp01,1928,2B,107,,265,343,18.0,54,1894.0,34.0,5.682242990654205,97.12460063897763,4.466414950142728
101808,corajo01,1997,2B,142,3578.0,307,310,17.0,81,1965.0,32.0,4.345070422535211,97.3186119873817,4.105045469313844
83740,morgajo02,1984,2B,100,2314.0,201,229,10.0,62,1943.0,41.0,4.3,97.72727272727273,4.065527914104143
35530,gehrich01,1930,2B,154,,399,501,19.0,97,1903.0,27.0,5.8441558441558445,97.93253536452666,4.461692946936018
76971,dauerri01,1979,2B,103,2503.0,213,260,10.0,68,1952.0,27.0,4.592233009708738,97.9296066252588,4.113890132095312
35522,friscfr01,1930,2B,123,,307,473,25.0,93,1897.0,33.0,6.341463414634147,96.8944099378882,4.461692946936018
44936,schalro01,1944,2B,142,,360,391,28.0,109,1908.0,36.0,5.288732394366197,96.40564826700898,4.432802493433335
51467,youngbo01,1953,2B,148,,397,363,18.0,120,1925.0,28.0,5.135135135135135,97.68637532133675,4.174706778338868
43963,hermabi01,1943,2B,117,,291,322,18.0,69,1909.0,34.0,5.239316239316239,97.1473851030111,4.526145314540277
86421,oestero01,1986,2B,151,3999.0,367,475,19.0,100,1956.0,30.0,5.576158940397351,97.79326364692218,4.001091207026902
34070,bishoma01,1928,2B,125,,284,371,15.0,62,1899.0,29.0,5.24,97.76119402985076,4.466414950142728
84925,lawva01,1985,2B,126,3154.0,276,367,10.0,86,1956.0,29.0,5.103174603174603,98.46860643185299,4.128491157789096
51453,willida03,1953,2B,95,,191,254,8.0,54,1927.0,26.0,4.684210526315789,98.23399558498896,4.174706778338868
45339,hallir01,1945,2B,151,,422,498,21.0,108,1918.0,27.0,6.0927152317880795,97.76833156216792,4.350752790357747
101890,durhara01,1997,2B,153,4019.0,270,395,18.0,77,1971.0,26.0,4.34640522875817,97.36456808199122,4.105045469313844
43850,doerrbo01,1943,2B,155,,415,490,9.0,132,1918.0,25.0,5.838709677419355,99.01531728665208,4.526145314540277
45356,hausmge01,1945,2B,154,,376,489,29.0,65,1916.0,29.0,5.616883116883117,96.75615212527964,4.350752790357747
45936,doerrbo01,1946,2B,151,,420,483,13.0,129,1918.0,28.0,5.9801324503311255,98.58078602620087,4.423496538099533
101892,easleda01,1997,2B,137,3485.0,234,389,12.0,82,1969.0,28.0,4.547445255474453,98.11023622047243,4.105045469313844
101862,deshide01,1997,2B,147,3678.0,271,398,19.0,93,1969.0,28.0,4.551020408163265,97.23837209302324,4.105045469313844
